by	0000111010111000001100110	142
make	0000111010111000011011011000	141
stuff	00001110101110000111010010	139
They	00001110101110000101000	138
back	000011111010	138
feel	000001110100011	138
use	00001110101110101011010	138
has	000011100010110	137
doing	00001110101011100	137
sure	0000111010111000000001	137
live	00001110111010100	136
could	000011101011100001101101010	134
real	000011101011100000101101	133
there's	0000111010111010101010101	133
even	000011101011100000111011	132
take	0000111010111010111000	129
over	000011110111	129
Oh	0001001000	128
children	00001011100	127
come	00001110000000111	126
Where	0000111011101010100	124
most	00001110101110100111	124
their	000011101011100000011111	123
many	000010100000	121
kids	00001110101110011001000	120
into	0000111010111000011100001	120
she	00001110101111111011000	119
big	00001110110000110	119
done	0000101011011	118
seen	00001110000101011	115
should	000011101011100000110000110	114
haven't	00001110100110110	114
old	00001110101110011001110	113
still	00001110101110000010011111	113
last	000011101011100000011010	113
Texas	0000111011101000011	111
car	0000111010111001010100	110
put	00001110101110001001100	109
else	00010010111	108
why	00001110101110000001110	108
A	00001110101010011010001110	107
isn't	000011101111001	106
okay	0001011110001	106
around	0000111010101001000	105
We	00001110101110110011010	105
watch	000011101010100101111010	104
heard	000010101010110001	103
nice	0000111011011010	103
type	00000100001001	102
area	000011101110101100	101
will	0000111010111001101110	101
bit	000011101011100001110111	100
him	000011100011011001	100
Now	0000111010111000011111011111	99
off	00001110110010001	99
The	00001110101110000110101010	98
interesting	000011100000110	98
first	000011101011100001111100100	97
different	000001010110	97
Dallas	000011101111110	95
problem	000011101011100001101001100001	94
these	00001110101010011101	94
though	0000011100011110	93
That	00001110001001	92
only	00001110101110011111010	92
money	000011101011100001101001011	89
find	00001110101110100100111	89
family	00001110101110000010011100	88
can't	000011101011100001101101000	88
three	0000111010111001111111	87
sort	000011101011101011110010	87
what's	00001110101010000000	86
never	0000101010110	86
said	000011100100001101	86
getting	0000011011101	86
music	00000101010101000000	85
yes	1101101	84
far	00001110101110001011111	83
doesn't	000011100110110101	83
mean	00001111010001	81
talk	00000111000110	81
house	00001110101110000111000001	81
everything	00001110101110000111001100010	81
always	00001110101110000110100001110	80
us	00001110101111011110	80
read	00001110101000011011	80
you've	000010101100	80
new	0000111010111000010001100	80
am	00010001010	80
news	00001110101110010010001001111011	79
which	000011101011100001001110	79
same	0000111010111000011010111000	78
part	0000111000101011	78
went	0000111000001000110	77
bad	0000111010010110	77
care	0000111010111111111101	76
tell	000011101001010000	76
C	00001110101010011001100011	76
whole	00001110101110000110010000	75
used	000011101000100	75
keep	0000111001100100	75
better	0000111010111000011011011011111011	75
thought	000011101010100110001	75
his	0000111000110000	75
great	000011101010011100	74
trying	0000111001100111011	74
every	0000111010111100000010	74
her	000011101011111110111100	73
day	00001110101111000001	73
but	000011101011100101110000	73
country	0000111010111001101111010111000	72
favorite	00000111101001	72
true	0000111010111001010001	72
yourself	0000101011100	72
before	0000111010111001011010	72
talking	0000111010111000011110101011	72
place	0000111010111000011111000010	72
quite	000011101110011110	71
yet	0000101101011	71
through	000011101010011010	71
also	0000111010111001011000	71
start	0000111010111000001000110	70
having	00001110101110000110111111	68
hard	00001110010101	68
system	000011101101110011011	67
five	00001110101111000011	67
What's	00001110101110000010011001	67
need	00001110101111110101000	67
ten	00001110101110011000110	67
usually	000001000011100	66
pay	00001110101110000110100011001	66
let's	00000100010011	65
maybe	0000111010111000011011011010	65
In	000011101011100100101100	65
try	00001110101111111101	63
couple	0000111010111000001100101	63
V	00001110101010010110001101	63
college	000011101110011011000	63
uh-huh	00000111000001	62
both	00001110101110000100101011010	62
supposed	00000111101110	62
buy	0000111010111001010101111111001	62
company	0000111010111000011001110011101	62
own	0000111010111111001110	61
enough	00001110101111111010100010	60
wasn't	00001110100001000	59
he's	00001110001111100111100101010	59
being	000011101011101100101111	58
since	0000111010111111100000	58
look	000011101011110011000	58
name	0000111000110001111	58
child	0000111010111111111110010010	57
state	00001110101110010000110110	57
Why	0000111010111000011010011011011	56
movie	0000111000010101001010010101	56
N	00001110101010011001100010	56
we've	00001110101010001000	56
job	0000111010111000011001001000100	56
four	0000111010111001010111	55
looking	0000111011001010010	55
working	0000111010111000100001	55
All	00010000010110	55
I'll	0000111110110	55
Really	0000111010111000010111111100	55
ago	0000111010111001101101	54
away	00001110001000111101	54
able	00001110101110000010111000101	54
idea	000011101011100001101111011	54
believe	000001110100001	54
play	000001010111010010	53
high	00001110111001110101	53
after	0000111010111000111111101	53
give	0000111010111000011100101101111	53
enjoy	0000111010111010110110001	53
week	000011101011110001110001	53
few	000011101011100001110010100	53
listen	00000101010101110101	52
camping	00000101101010100	52
seems	000011101000001101	52
question	0000111011001001010	52
course	000011101011100011010001111	51
while	00001110101111000100011	51
And	000011101011100001111010110110111	51
must	000011101011100000110110101111	51
fact	0000111010111000010110111100	50
made	0000111010111000001110101100	50
Like	00001100010100100110	49
computer	00001110101111110001110	49
wouldn't	0000111010111011011101101100	49
remember	000011100000010000010	48
Was	000011101011101011111000101	48
again	000011101011101010010101	48
cook	0000010000111100000	48
hear	0000111010111001001000110001	48
ones	000010100100011	48
person	00000110111101	47
next	000011101011100001101000100010	47
I'd	0000111010111000011001101010	47
t_pause	0000111010111000011110000100	47
someone	000011101011100101000011	47
recently	000010101101010	47
whatever	000011101011100100100010001001	46
Not	00001110010100011	46
call	0000111010111000010101000111110	46
saw	00001110000101110101101	45
let	0000111010111010011011	45
drug	000011101011100001100111101011011011	45
husband	0000111010101101010101	45
credit	000011101011101010110010111111	45
sounds	00001110101110000010111010	45
fun	000011101011101101011110	45
called	000010100001010010101	45
somebody	0000111010111000001100111001110	44
budget	00001110011010001	44
topic	00001110101110000011000011111101	44
anyway	0000111010010101110	44
understand	0000111001000001010	44
My	000011101110110101010	43
government	00001110101110000011000010000010010	43
movies	0000111000010100011100010	43
wonder	00001110101101101101100	43
saying	00001110101101101111001	42
found	00001110101000010001110	42
places	00001110101110100100101111	42
mostly	000011101010111101011001010	42
stay	00001110101110000011000011100011	42
program	000011101011100001111101011011010101	42
once	000011101011110001101110	42
six	0000111010111001101000010	42
world	00001110101110000111101001101111	41
they've	0000111010111000011111010100010101	41
another	000011101101100000110	41
ahead	00001110101110000010001111	41
close	00001110101111111110100111	41
California	0000111000001111011000	41
until	000011100110111011	40
dollars	0000111010111000111101011010	40
change	0000111010101000101110101	40
Huh-uh	000010101011100111	40
end	00001110101110000110101000110	40
already	000011101011100001101110011101101	40
crime	000011100101101101111101001	40
Does	00001110101110000111000000011	39
drive	0000111010111001010110100110111100001	39
ask	00001110101110010000001000	39
ready	000011100000001011100	39
Plano	00010001000111011010	39
spend	0000111010111000011011001100	39
kinds	0000111010111010111111101	39
shows	000011101010100100110011111001110	38
food	00000100001100110	38
aren't	0000111010111000011010011110010	38
whether	00001110101110000100011010010001111	38
paper	00001110101110101110111001110001	37
familiar	0000111010111110011111	37
lately	00001110000101000000111	37
happen	00001110101110000110100010100000	37
hundred	000011101011100011110100010	37
wonderful	00001110110000010101	37
guys	000011101001010110101	37
Sure	0000111010111000001000000000	37
either	0000111010111000011000111101	37
point	00001110101110010010001011100	37
times	000010100001101	37
might	0000111010111000011010011111010	37
experience	00001110101110000111101001001	36
run	000011101001010101101	36
started	0000111000100000000001010	36
eat	000011101011101011011101011101	36
testing	0000111010111000011001111010100001	36
difference	00001110101110000001101110001	36
D	0000111010101001110001010101	36
came	00001110101111110100000	35
best	00001110101110000111110101011110100	35
city	000001101110000111010	35
funny	0000011110011001	35
U	00001110101110010000101010100101	35
agree	000011101011100000111000010011011000110	35
pick	00001110110000101010000001	35
married	0000010001110101011	35
line	0000111001011111010	34
air	00001110101110001010101011110111	34
matter	000011101011100001011011101	34
yours	00001110101001100011111	34
fish	00001110101110101101111010100010	34
insurance	000011101011100001101001101001111	34
P	00001110101010011010111010101111	34
If	0000111010111000110010010	34
problems	000011101100100100001001110	34
Which	000011101011100001110000001101101111	34
weather	0000111010111000011011010011110	34
makes	0000111010111000011110001101111	33
interested	0000111000111111011110	33
cars	000011101011100101111010	33
Isn't	000001111001001110	33
half	0000111010111000011010000000010100	33
life	00001100110011101010	32
gone	00001010011001011	32
case	00001110101110000011100100110	32
small	00001110101111100001011100	32
major	0000111010111000011010011001101	32
parents	0000111010111111011010101000	32
uh	0000111010111001011111010111011110	32
involved	0000111010111000001001100000101101	32
Just	00001110101011101010010000101	32
business	000011101011100001100111000100000100	32
moved	0000111010111011001001111010001	32
tried	000001000010111001111011	32
When	00001110100000100010110	32
show	00001110101110000110100000100000	32
recycling	000011101011101011101111001110101	32
exercise	000011101010100111100110010000	32
together	000011101011100001101100000011100	32
number	0000111010111000000100010110	31
seem	000011101010100100111010111	31
New	000011101110111001010111	31
S	00001110101110010000101010100100	31
each	000011101011100001111010000101010	31
He	000011100011011110000100	31
cards	000011101011101010110010111110	31
fishing	000011101011101011011001111110101	31
books	0000111010100001010110101	30
taxes	000011101011100011010100010011011	30
certainly	000011101011110001010010011010	30
thinking	00001110101110000110111100010010	30
outside	000011100011101110011111	30
jury	00001110101110000011001000000011111	29
situation	00001110101110000110010001100100	29
certain	00001110101110101010000100	29
young	00001011101111100	29
months	000011101011100110000000011	29
cat	00001110001110101100000101000	29
You're	0000111010111011001110001010010	29
seven	00001110101110011000010100110	29
may	0000111010111000100000000000000011	29
sound	000011100101100001001111	29
twenty	000011101011100100000000101	29
changes	0000111010101000101001101101	29
days	0000111010101001110011010	29
drugs	00001110101110000110011111101011000000	29
gets	00001110001011100001110	29
sometimes	1110010110	28
night	0000111010111011001000001011001111	28
Pardon	0000111010010001110010	28
dog	000011100011101011000001010010	28
subject	00001110101110000110100111010000101	28
least	0000111010111100100101111011	28
eight	000011101011100110000110101	28
taking	00001110101110000110011111101011000001	28
wife	0000111011101111101111011	28
health	00001110101110000110100110100110	28
you'd	00000111000111000011111	28
Huh	00000101100010100101100010	28
bought	000011101011100011110011100011111	28
B	00001110101010011011111111011	27
test	00001110101110000110011110101101100	27
between	0000111010111000011011011101001011	27
lived	00001100111010	27
lives	0000111011101100101111101	27
older	00001011101010101	27
she's	00001110101111111001000111011	27
friends	0000101110101011	27
man	00001110010001111011110100	27
public	000011101110010000011000	27
benefits	00001110101110000110010011001101100	27
wanted	000001110100000100000100	27
Pennsylvania	0000111010111000111110111000000001010	27
State	00001110101110001111101110000000011	27
capital	00001110010110110111000011101	27
book	0000111010111000001011001110100111100	27
wrong	000011101011110011110010110110	26
love	00001110101011000000001111	26
Who	0000111010111000011010010000100000110	26
such	000011101100001111110101100	26
neat	000011101100000000100011	26
deal	0000111011000011101001111111	26
everybody	00001110101110000110110110010000	26
coming	00001110101110000111010111110110	26
they'll	0000111010111000011010100110110	26
often	0000111010111010101110101111	26
radio	00000101010001100	26
happened	0000111010111011001011011010000011111010	26
paying	000011101011100011010111011000011	26
L	0000111010101001101000111100010	26
paint	0000111010000101111110001	26
tax	0000111010111000111110010101010	26
worked	000011101010001111000110001001	25
easy	000011101011100001000110110110011	25
son	0000111000110100000100010	25
summer	000011101011100001101101001011110011	25
age	00001110101110011001010000100	25
fan	000011001001111011	25
side	00001110101110000111000000101110001001001	25
mind	00001110101011001101000011100	25
talked	00001110101111010011110111	25
making	000011101010110001110011001	25
group	00000110111001101000	25
cut	000011101011100011011001011010	25
pollution	00001110101110001010101011110110	25
catch	0000111010111010110111110100011011	25
thirty	000011101011100110001000	25
color	00001110101110000111000000101110001001000011110	25
myself	00001110101110000011001001010101111100	25
women	00001110101110000110100111001010110110	25
E	00001110101010011010100001011110	24
wondering	00001110101110010000011000111	24
vacation	0000111111001011111001	24
thousand	0000111010111000111101011011	24
hobbies	00001110101011101110010	24
metric	0000111010111000010011010001011001	24
They're	0000111011101000101101	24
help	000011101011100010101101001001001101001	24
liked	00001110101110000111000000101110001001000010	24
Wow	0000111010111111001001100001	24
living	00001110000001101010010	24
punishment	00001110010110110111000011100	24
serve	0000010000100000110110111	24
difficult	000011101011100000111001110011110110	24
happy	000011101011100001101101100100110011	23
along	000011101110010111001110011	23
vote	0000111010111000000110111101011101011100	23
move	0000111010111000010001101101100100100	23
forth	00001110100010111000001111	23
decide	0000111001000100101	23
taken	0000111000101001111010010110010	23
special	0000111010111000000101010101	23
bet	000011101010100000011101000111	23
teaching	000011101011100100101001010001	23
boy	0000111011011001111011010101	23
She	000011101011100001110011011001	23
American	000011101011100001001101100111011010	23
buying	000011111011101101111011	23
goes	0000111011101111110111110000101011	23
today	00001110000001001100110	23
huh	00001110111101010000000001111	23
research	0000111010111000001100001010001011101101011	23
basically	0000111010111000011001111101010000101	23
rather	000011101011100000110101100011101001	23
degree	000011101011111100000101010101	23
jobs	000011101011100001101001111011011111	22
gosh	0000111010111010110000010101111111	22
science	00001110101111110001111	22
plan	0000111010111000011001110110010101000	22
opinion	0000111010101111001010010011110	22
baby	0000111010111000001100000101001110110111	22
terms	0000111010111001000010101011101111100	22
card	000011101011101010100111011101011110011100110011	22
almost	0000111010100000001010010001100	22
nine	00001110101110011000100110	22
especially	000011101011100001100110110111111010	22
morning	0000111010111001100010111101110110100001	22
won't	0000111010111000000110110111010011	22
minutes	000011101011110000100011111	22
Hi	00000101101110110110000	22
dinner	000001000010000011011001	22
nursing	00001110101111110110001101	22
check	0000111010111001011111111011001111	22
THE	00001110000101001011010010100100111111110110	22
student	00001110101110000110100011100100000	22
who's	00001110111011000111000	22
set	000001110011001110111000101011	21
For	0001011000010111110	21
hope	000011101011110101100001100	21
war	0000111010111000011110100101001111000101	21
guy	00001110001010000011010011	21
comes	000011101101110100101101110100000	21
month	0000111010111000011010100000000101110	21
regular	0000111010111100000001110111010	21
against	0000111010111010111110110101001	21
aerobics	0000111010111010111001101010	21
wish	00010110100101111100011	21
several	00001110101110101001111001110101011	21
town	0000111010111110001010100011	21
water	00001110101110101101101111100001	21
Colorado	0000111010111000010011111101101100	21
hit	00001110110101000010011	21
second	000010100101011111100	20
brought	00001110101110000011101000010110111110010001	20
University	00001110111001010011010100001	20
team	000001111010110	20
painting	00001010110100001	20
less	00001110101110110001000111100	20
Utah	000011101111010000110111	20
somewhere	00001110101110000110110111100001000011	20
th-	00001110101110000101011000100101110011111011	20
using	0000111000101111100111000001000001110	20
twelve	0000111010111000001110011001101000	20
control	00001110101000000111111100	20
personal	0000111010111000010101110010110101	20
mine	000011101011100001011101001001	20
pets	00001011011101101	20
income	0000111010111000111110010101011	20
important	0000111010111000011001001010101011	20
hour	0000111010111000011010000000010101	20
absolutely	00001110101110010010010011111101	20
private	00001110101110001101111010110	20
phone	000011101101110111010111010110	20
wear	0000110101011000000110010000111000	20
We've	00001010011111111111000	20
Can	0000111011010100101011010	20
planning	00001110110010000010001101	20
schools	000011101110010000011001	19
service	0000111010111000011011011011001100110011010	19
lots	0000111010111010110001111001101100	19
past	00001110101110001000101001110101	19
sense	00001110101110010100001001101010	19
M	00001110101010011011111111010	19
fifteen	0000111010111001100101111001110100	19
chance	0000111010111010100110101010001101110101	19
worth	00001110101110000010000100100110000011	19
d-	000001010111110110100	19
gun	00001110101000000111111101	19
There	00001110000010011101111000010000	19
fifty	000011101011100111110011100111	19
trees	00001110101110100110001101110	19
room	00001110101110110110101010011000110	19
suppose	000001111010111101	19
miles	00001110101110000110111000000001	19
reading	000011101010000100101000011110111001101	19
neighborhood	00001110111001110010101111101	19
gotten	0000111011100110001110011	19
Yep	000011101011101011010000000001	19
yard	00001110101110000110001110101111	19
homes	00001110101110101111111110010011100	19
under	0000111011001001011111110101110010	19
took	0000111010111000011010011010111110111	19
Let's	000011101011100000110000100000100111	19
knows	000011101011100001110011011000	19
s-	00001110101110000110110010011001011010011	18
knew	0000011011111011101111	18
consider	00001110101110000100100111111111111000	18
imagine	0000100011110110	18
Because	000011101011100100000101000001010	18
There's	0000011100100001101000001	18
we'll	0000111010111100100011010011000001100	18
law	000011101010011110001101111	18
tough	0000111010101110100011110101	18
rain	0000111000000010010010100001111	18
cost	0000111010111000101011011111101	18
cold	00001110101110000010110000011110001	18
space	0000111010111000010110110000100100010011011	18
couldn't	000011101010100010101110000101	18
issue	0000111011010001000110010001	18
reason	00001110101110000001001001100000010	18
America	0000111010111000000111100110011010	18
lost	00001110110101001111100010100	18
across	00001110101110000110101110101000011010	18
weeks	000011101011100110100011001000	18
definitely	000011101011100010010111000111111011001	18
weekend	0000111010111000011000111010110	18
grow	000011101010110101101000001010	18
Probably	000011100110010110110110011	18
restaurant	000011101011110111110101001111101010110010	18
center	00001110101111010100010101000	18
works	0000111010101101001100110101100000	18
turn	000001010100011011	18
East	000011101010100000100010111000	18
mountains	0000111010111010010010100001	18
North	0000111011101010111111001101	18
education	000011101011100000110101001010110101	18
hot	0000111010111000011011010010001010110	17
social	0000111010101000101001101100	17
garden	000011101011100001100011000000000111010	17
woman	000011101011100100101001010000	17
size	00001110101110000100110000101100111	17
Were	00001110101110100100100110011100	17
-s	00001110101010011010111010101110	17
teach	000011101011111110011101100111111	17
during	000011101011100001110100110101	17
anymore	000011101100001001101111001110	17
similar	0000111010111111111001001010	17
At	00001110101110001111011011111000	17
sorry	0001000100100001	17
programs	000011101100100111100010111001	17
rock	00000101010110101100101111000	17
Don't	00001110101110000111010101101011100110001	17
expensive	000011101011011001101000011000	17
itself	000011101101110001111111101001101	17
general	00001110101110000011000010100010111010	17
cases	000011101011100000111001010000	17
local	1111110100001	17
nothing	00001110101110000010011000111001011	17
class	00001110101110011000100111	17
ski	0000111010111000011011100011000011001101000111	17
feeling	00001110101110000111010011010001	16
magazines	0000111010111001001001110011111100	16
future	0000111001011110101001111111001	16
wants	00001110001011100101101110011000	16
newspaper	00001110101110101110110010000	16
full	000001010111100011	16
early	00001110011000100111010100010	16
concerned	000100101001101011010	16
Christmas	0000111001100001001110100	16
hobby	000011101010111011010111111100	16
means	0000111010111000011110101000100111	16
Would	00001110011000110000001010	16
word	0000111010101111010011111111001101101	16
enjoyed	0000111010111000011111010111100000011101	16
apartment	0000111010111001111110000000101010	16
unanimous	00001110101110000011100101000110	16
station	00001110101110010110111100110000010110	16
game	000011100011011111001101111000010	16
cause	00001110101110000110110100101111000111	16
exactly	0000111001101011111100010	16
R	000011101010100110101000010111110	16
companies	000011101011100001101001101001110	16
wait	00001111010100110110100	16
He's	000011100011011010100101110100010	16
paid	000011101001101011110111000010100	16
starting	0000111011011101100010100010101	16
everyone	00001110110010011010000111	16
giving	00000111000111011001	16
bunch	0000111010111000000100111100010010010000	16
criminal	000011101011100000111001010001110	16
top	000011101011100010010001010010011011	16
judge	0000111010111000001100111101110111001	16
says	000011101011100101010101101001001	16
sports	0000111010111100010111000111	16
without	00001011011000011110100111110101	16
United	00001110101110000110101011110000101100100001	16
stand	00001110101110000001111001100010001	16
awful	00001010111101011	16
figure	0000111010100101001010110	16
percent	0000111010111001111010010010	16
glass	000011101011101011101100100011	15
inside	000011100011101110011110	15
originally	0000111011101011111110001	15
learning	00001110101111111000111110111	15
plant	000011101011100001101101001011110001101	15
bring	00001110101110000110011100010000010101001	15
daughter	000011100011111101110	15
office	0000111010111001111110100011100100100010	15
York	000011101110111001010110	15
Carolina	0000111011101010111111001100	15
coverage	0000111010111010010011001110011000111010010	15
ought	0000011101000000110100111111	15
To	000001110001110110001	15
weren't	0000111010111000011101000010011101001011111	15
tend	000011101011100101010101101001000	15
interest	000011101011100001101010111000011100	15
cans	00001110101110101110110100100001110100	15
channel	00001110101110101101011011011011	15
running	000011101011101101010011000011101	15
particular	000011101000011100001	15
others	0000111010111000011110101000100110000	15
national	00000101100101101101101	15
changed	000011101001101111001011010111	15
free	000011101011100000110101001010110100	15
countries	0000111010111000011110101110100010111	15
mother	000011101110110110001011011101	15
level	00000111100011101000110100	15
information	00001110101110000110111000110000110011000000	15
given	0000111010111000000101000001000011111011	15
season	00001110001011101110011001101100	15
parts	00001110101110000011101000011001001000	15
fast	000011101011100001101110011010000111110010	15
sit	000011101011101011000011011110101000	15
wh-	0000111001011001000001111010010	15
Houston	00001110101110101110100010001000	15
goodness	00001110001111000111000100	15
cooking	000001000010110011000010110	14
busy	0000111010111111100110001100101	14
men	000011101011100001101111100000110101	14
fairly	00001110101010011001001101010100	14
alone	0000111010111010011001110101100	14
turned	00001110101110010010010101001100000010	14
luck	00001110100001100001011	14
large	000011101011100001100100111111001101101000	14
tested	000011101011100001100111101011011010	14
cover	00001110101110011110110001001	14
golf	0000111011110000110100111111	14
bother	00001110101110000001101111010111010111111	14
depends	0000111010100011000101110110	14
trouble	0000100000000110010011100100	14
trial	0000111010111000001100111111100011	14
areas	00001110000001111101000101010110101	14
television	0000111010101001001000110001100	14
death	00001110010001101110001111	14
takes	00001110101110000110100100110111110000	14
within	0000111010101000001101010110	14
Middle	000011101010100000100010111001	14
Good	00001110101110000110110111000101100100100	14
lose	00001110101110001010111101010	14
near	0000111010111010110101001101101	14
middle	000011101011101101001010100	14
playing	000011101011111101001011111110100001	14
Virginia	0000111010111110010111011010	14
particularly	000011101100101101110010111011	14
boys	0000111010111001101011000111	14
quality	00001110101110000110110011100101101	14
civil	000011101011100000111001010001111	14
guilty	0000111001000100100	14
wha-	0000011101001110011000101111	14
We're	0000111010111010101100011100100	14
Maryland	00001110111010110110010110011	14
instead	0000111010111000011001110001000001010101	14
looks	00001110001111100001100111011111	14
view	00001110101110010010001001111010101000010111	14
hold	000011101011100001011010110110101001	13
basketball	000011101011100001110000001101101110	13
mandatory	00001110101110000110110110110011001100110110	13
played	0000111011110000110100111110	13
Maybe	0000111010110110110001110001011000	13
lawn	000011101011100001100011000000000111011	13
hours	00001110111010001111011111101	13
keeping	0000111010101000101011100001001	13
Your	000011101011100011110000001101	13
dress	00001110001011101110011001101101	13
community	00001110000001100001001100	13
hoping	0000101101001001101101111	13
recent	0000101011010001	13
OF	00001110000101001011010010100100111111110111	13
spending	00001110101110000110110000110000101	13
send	0000111010111000111110111000000001011	13
truth	00001110100101011111110110	13
Very	0000111010111111111001001011	13
t_aside	00001111011000000100011000110	13
discuss	0000111010100111110110001011111	13
benefit	00001110101110000110010011001011011	13
building	000011101010111100000111101	13
amount	0000111010111000011110000001110010000110010	13
clean	00001110101010011001001101010101	13
wow	00000111010001001011011110	13
products	00000110111001101001	13
strange	00001110001111101011001	13
party	000001000010000011011000	13
recommend	000011101011100000110011111110001000	13
Washington	0000111011000001100101110111	13
basis	0000111010111100000001110111011	13
elderly	00001110101111110110001100	13
girl	0000111010111001101011000110	13
As	0000111010111000010110100110011111011100	13
K	0000111010101001101000111100011	13
Europe	000011100000100110111001101	13
Anyway	000011101011100001111100111010111100	13
putting	000011101011100001100111100111001101101	13
happens	000011101011100000010001010	13
although	000011101011101011111111011011000011100	13
Two	0000111010111011001111101100000	13
biggest	00001110101110000110010011001011010	13
feelings	00001110101101101011110000	13
murder	0000111001011011011100001111	13
looked	0000111010111101100111011101101	13
charge	0000111010111000011111011011110011011	13
except	0000111010111001001000100111101010100001011010	13
longer	000011101011100001101101001011110010	13
rate	000011101011100010000011001101100001010	13
penalty	00001110010001101110001110	13
anywhere	00001110101110001001001100110001	13
This	0000111000111110101101	13
watching	00001110101110000110110011100101100	13
military	00001110101110000110110110110011001100110111	12
types	0000111010101000101011100001000	12
effects	00001110101110000001010101000	12
needed	0000111010111000001110010011101	12
project	0000111001100000100101000000	12
Then	000011101010111100110110000110000110	12
camp	0000111010111010010010100000	12
ha-	000011101010110101101000001011	12
current	00001110101110000110110000110000100	12
easier	000011101011100001111010000011000111000101	12
meal	0000010000100000110110110	12
door	000011101011100001000111101010000100001	12
sell	00000111010011001000011100	12
fire	00001110101110110110011111100000	12
eleven	00001110101010011111011100	12
San	00001110111110000110100010000	12
studying	000011101011100001000101011101000110010	12
See	000011101011100110100011001001	12
Soviet	000011101011100001000101111001101111011000	12
runs	00001110101110000010111111110101110	12
Rangers	000001111010111100	12
teacher	000011101011111110011101100111110	12
economy	0000111010111001000010101011101111101	12
teams	00001110101110101111111101101100001111	12
friend	00001110101111111001110110011110	12
flowers	00001110101110100110001101111111	12
price	000011101011100011001110100000011	12
systems	00001110101110001101111010111	12
towards	000011101011100000100111010010000010110	12
salary	00001110101110000110011100010000010101000	12
seeing	000011000111100010101	12
WITH	000011100001010101010000000110110100	12
noticed	00001110000011101010000010111	12
About	000011101011100000100111010010000010111	12
taught	00001110101110000010011000111001010	12
stop	00000111010010011111101110101	12
decided	0000111011011001000001110101100100	12
Central	0000111010111000000111100110011011	12
i-	00001110101110000111010110110000110	12
left	00001110001110010000101001	12
background	0000111010111001001001010100110000011	12
felt	000011101011110111000101110101001110001	12
